V1;V2
-46,67057388;-21,91524003
-46,67073516;-21,91497696
-46,67086008;-21,91478202
-46,67104584;-21,914496
-46,67117004;-21,91428999
-46,67128308;-21,91407201
-46,67140692;-21,91385403
-46,67153112;-21,91365999
-46,67164308;-21,91345299
-46,67177988;-21,91325904
-46,67200308;-21,91302999
-46,67218884;-21,91280103
-46,67240016;-21,91258404
-46,67258592;-21,91237803
-46,67272308;-21,91214898
-46,67288508;-21,91187403
-46,67299704;-21,91160997
-46,673073;-21,91131198
-46,67308596;-21,91108203
-46,67316192;-21,91080699
-46,67325012;-21,91056597
-46,67333688;-21,91035996
-46,67341284;-21,91009599
-46,67346288;-21,90987801
-46,67347692;-21,909636
-46,67347908;-21,90937203
-46,67345604;-21,909096
-46,67340816;-21,90881997
-46,67335992;-21,90859002
-46,67328792;-21,90837096
-46,67319108;-21,90814101
-46,67303196;-21,90790998
-46,67282388;-21,90769101
-46,67266512;-21,90749499
-46,67248188;-21,90724101
-46,67232312;-21,90703302
-46,67215212;-21,90686004
-46,67194296;-21,906675
-46,671552;-21,90630501
-46,67134284;-21,90611997
-46,671147;-21,90594699
-46,67092704;-21,90578499
-46,670706;-21,90561102
-46,67051016;-21,90543804
-46,67030208;-21,90528702
-46,670094;-21,905091
-46,66986108;-21,90488301
-46,66961592;-21,904686
-46,66937112;-21,90451203
-46,66913784;-21,90430404
-46,668942;-21,904119
-46,66875804;-21,90396897
-46,66834116;-21,90369096
-46,66817016;-21,90354102
-46,66798584;-21,90340197
-46,66781412;-21,90323997
-46,66764312;-21,90306699
-46,667484;-21,90289401
-46,66732488;-21,90270897
-46,66715388;-21,90244401
-46,66698396;-21,90216699
-46,66686192;-21,90190203
-46,66677804;-21,901626
-46,666656;-21,90138399
-46,66643712;-21,900969
-46,66633992;-21,900762
-46,66621788;-21,90053097
-46,66609584;-21,90032397
-46,66597416;-21,90012804
-46,66586508;-21,89991996
-46,66571784;-21,89973501
-46,66553388;-21,89955096
-46,66533804;-21,89938896
-46,66521708;-21,89916999
-46,66505796;-21,89890503
-46,66492404;-21,89869704
-46,66477716;-21,89848896
-46,66460616;-21,89829303
-46,66443516;-21,89810799
-46,66422708;-21,89791197
-46,66398192;-21,89769201
-46,66373712;-21,89750697
-46,66344192;-21,89736801
-46,66302396;-21,89727297
-46,66260492;-21,89728296
-46,66228488;-21,89729196
-46,66195296;-21,897279
-46,66171896;-21,89726604
-46,66147308;-21,89726496
-46,66123908;-21,897252
-46,66067208;-21,89724903
-46,66038912;-21,89723598
-46,66011912;-21,89711997
-46,65988584;-21,89705004
-46,65957804;-21,89696796
-46,65928284;-21,896874
-46,65904992;-21,89674602
-46,65882888;-21,89660697
-46,65826512;-21,89634003
-46,65801888;-21,89627001
-46,65776004;-21,89623401
-46,65711996;-21,89618397
-46,65564288;-21,89617596
-46,65535884;-21,89620899
-46,65507588;-21,89626497
-46,65482892;-21,89628702
-46,65457116;-21,89627397
-46,65425112;-21,89620296
-46,65393216;-21,89612097
-46,65371004;-21,89603997
-46,65329316;-21,89583
-46,653048;-21,89563398
-46,652877;-21,89542599
-46,65269412;-21,89518398
-46,65249792;-21,89491803
-46,65238884;-21,89472201
-46,65223008;-21,89443401
-46,65209688;-21,89415798
-46,65198816;-21,89386998
-46,65189096;-21,89359296
-46,65175704;-21,893328
-46,65162312;-21,89305197
-46,65151404;-21,89282103
-46,65140496;-21,89255697
-46,65130812;-21,89228004
-46,65119904;-21,89202696
-46,65110184;-21,89178504
-46,65096792;-21,89150802
-46,65080988;-21,89124297
-46,65070008;-21,89103597
-46,65048084;-21,89064402
-46,65029688;-21,89045898
-46,65010104;-21,89029698
-46,64993004;-21,89010096
-46,64974716;-21,88985796
-46,64958912;-21,88962801
-46,64941812;-21,88937403
-46,649259;-21,88913202
-46,64912508;-21,88889001
-46,64897892;-21,88865898
-46,64882016;-21,88841697
-46,64869884;-21,88815201
-46,64855304;-21,88789803
-46,64840616;-21,88766799
-46,64826;-21,88742598
-46,64816316;-21,88718397
-46,64807892;-21,88691901
-46,64800584;-21,88668897
-46,64798316;-21,88644696
-46,64797308;-21,88618299
-46,64798712;-21,88590696
-46,64805012;-21,885597
-46,64816208;-21,88540296
-46,64822616;-21,88510398
-46,64826396;-21,88486296
-46,64833884;-21,88462203
-46,64838996;-21,88435797
-46,648404;-21,884094
-46,64840616;-21,88383003
-46,64837088;-21,883554
-46,64824884;-21,88334601
-46,64816388;-21,88312704
-46,64806704;-21,88285101
-46,64794608;-21,88259703
-46,64779992;-21,88234404
-46,647666;-21,88212498
-46,64733696;-21,88153701
-46,64722716;-21,88131804
-46,64714292;-21,88109898
-46,64708208;-21,88088001
-46,64704716;-21,88064997
-46,647036;-21,88043199
-46,64703816;-21,88015596
-46,64707596;-21,879927
-46,64730996;-21,879882
-46,64759292;-21,87987201
-46,64787696;-21,87987399
-46,64813616;-21,879783
-46,64840616;-21,879819
-46,64864016;-21,87983196
-46,64946492;-21,87983601
-46,649736;-21,87982602
-46,65003192;-21,879828
-46,65027816;-21,87981801
-46,65079512;-21,87989001
-46,65107808;-21,87985698
-46,65131208;-21,87982296
-46,65158316;-21,87977904
-46,65181716;-21,87973404
-46,65211308;-21,87967797
-46,65239712;-21,87959904
-46,65270492;-21,87953199
-46,65295188;-21,879396
-46,65318696;-21,879225
-46,65351996;-21,87913401
-46,65377916;-21,87904401
-46,654038;-21,87897597
-46,65434688;-21,87888597
-46,65458088;-21,87881802
-46,65486492;-21,87875097
-46,65517308;-21,87870696
-46,65546792;-21,87869697
-46,65580092;-21,87864099
-46,65602304;-21,87851598
-46,65624588;-21,878379
-46,65644388;-21,87821898
-46,65664188;-21,87804798
-46,65691512;-21,87761301
-46,65701484;-21,87737199
-46,657116;-21,87710802
-46,657179;-21,876867
-46,65726612;-21,87666099
-46,65736584;-21,87643203
-46,65741696;-21,87614502
-46,657431;-21,87590301
-46,65743208;-21,87567396
-46,657422;-21,87543204
-46,657386;-21,87516798
-46,65735108;-21,87485703
-46,65733992;-21,87461601
-46,65729312;-21,87439704
-46,65724488;-21,874167
-46,657197;-21,87394902
-46,65714912;-21,87371898
-46,65707712;-21,87341901
-46,65697992;-21,873132
-46,65687084;-21,87283203
-46,65676212;-21,87259002
-46,65666492;-21,87234801
-46,65656808;-21,87211797
-46,65649608;-21,87188802
-46,65646008;-21,87161199
-46,65645;-21,87127899
-46,65645504;-21,87041697
-46,65646908;-21,87017496
-46,65651984;-21,869946
-46,65658284;-21,86966997
-46,65665808;-21,86944101
-46,65674592;-21,86917704
-46,656846;-21,86894799
-46,65698316;-21,86866098
-46,65713292;-21,86838603
-46,65720816;-21,86816796
-46,65732012;-21,867939
-46,65741984;-21,86773299
-46,657557;-21,86744598
-46,65770604;-21,86727498
-46,65791592;-21,86711496
-46,65807792;-21,86690904
-46,65820212;-21,86667999
-46,65832704;-21,86646201
-46,65845088;-21,866256
-46,65859992;-21,86607303
-46,65873708;-21,86584398
-46,65888612;-21,865626
-46,65904704;-21,86539704
-46,65918384;-21,86516799
-46,65934584;-21,86491599
-46,65950712;-21,86468703
-46,659681;-21,86442396
-46,65983004;-21,864195
-46,65995496;-21,86398899
-46,66007916;-21,86373699
-46,660167;-21,86349597
-46,66023;-21,86322003
-46,66030596;-21,86299098
-46,66038084;-21,86268102
-46,66049388;-21,86235999
-46,66066884;-21,86203896
-46,66083012;-21,86181
-46,661103;-21,86142102
-46,66124016;-21,86120304
-46,66153788;-21,86074503
-46,661688;-21,86048196
-46,66181184;-21,86020701
-46,66193712;-21,85992
-46,66205016;-21,859668
-46,66217508;-21,85935804
-46,66231188;-21,85907202
-46,66246092;-21,85879698
-46,66261104;-21,85854498
-46,66274712;-21,858327
-46,66293288;-21,85814403
-46,66300812;-21,85790301
-46,66310784;-21,857697
-46,66329612;-21,85718103
-46,66333392;-21,85696296
-46,66335984;-21,85672203
-46,66336704;-21,85572204
-46,66334292;-21,85548003
-46,663308;-21,85521597
-46,66326012;-21,85497396
-46,66321296;-21,85475598
-46,66317696;-21,85452603
-46,66312908;-21,85430697
-46,66304412;-21,85406496
-46,66292316;-21,8538
-46,66275216;-21,85358103
-46,66263084;-21,85332804
-46,66252104;-21,85307397
-46,66238712;-21,85284402
-46,66224096;-21,85260201
-46,66210704;-21,85233696
-46,661949;-21,85209396
-46,66178988;-21,85186401
-46,66166892;-21,851622
-46,66157208;-21,85134498
-46,66156092;-21,85109298
-46,66156416;-21,85054101
-46,66159116;-21,85028802
-46,66166604;-21,85001298
-46,66176612;-21,84980697
-46,66194;-21,84961203
-46,66214988;-21,84948702
-46,662372;-21,84935004
-46,66261896;-21,84924798
-46,66289004;-21,84920397
-46,66313592;-21,84919299
-46,66338288;-21,84908004
-46,66364208;-21,84898896
-46,66388904;-21,84886404
-46,66417308;-21,84872796
-46,66442004;-21,84859098
-46,66470408;-21,84844302
-46,665;-21,84830703
-46,66523508;-21,84820497
-46,66549392;-21,84811398
-46,66574088;-21,84803496
-46,66597488;-21,84802497
-46,66654116;-21,84802803
-46,66677516;-21,84804099
-46,66703292;-21,84805404
-46,66727916;-21,848067
-46,66753692;-21,84810201
-46,66781988;-21,84814998
-46,66813992;-21,84819804
-46,668447;-21,84824502
-46,66875516;-21,84830397
-46,66906188;-21,84837498
-46,66936896;-21,84843402
-46,66993488;-21,84857496
-46,67016816;-21,84870303
-46,67037588;-21,84884199
-46,67060916;-21,84903801
-46,67085396;-21,84915402
-46,67111208;-21,84927102
-46,67136984;-21,84937497
-46,67162796;-21,84949197
-46,672119;-21,84972399
-46,67235192;-21,84980598
-46,67259816;-21,84991101
-46,67285592;-21,85000398
-46,67307696;-21,85010901
-46,67337108;-21,85025904
-46,67365296;-21,85037604
-46,67394816;-21,85046901
-46,67424408;-21,85050501
-46,67453892;-21,85050699
-46,67484708;-21,85048602
-46,67511816;-21,85045299
-46,675377;-21,85041996
-46,67564808;-21,85038702
-46,67591916;-21,85034202
-46,67615316;-21,85022799
-46,67636304;-21,85010298
-46,67654916;-21,84989697
-46,67672304;-21,84970302
-46,67689692;-21,84943896
-46,67707116;-21,84916401
-46,67721984;-21,848958
-46,677393;-21,84879798
-46,67754204;-21,84859197
-46,67774004;-21,84842097
-46,67788908;-21,84822702
-46,67800104;-21,84802002
-46,67812488;-21,84782598
-46,67828616;-21,84758496
-46,67842296;-21,84740199
-46,67856012;-21,84717303
-46,67870916;-21,84695496
-46,67887008;-21,84671502
-46,67901912;-21,84651999
-46,679193;-21,846303
-46,679391;-21,84607404
-46,67959008;-21,84583401
-46,67998608;-21,84544503
-46,68018408;-21,84527403
-46,68048;-21,84516
-46,68071508;-21,84493203
-46,68090084;-21,84473799
-46,68106212;-21,84457797
-46,681272;-21,84444099
-46,68148188;-21,84428097
-46,681668;-21,84413301
-46,68185304;-21,84399603
-46,68208812;-21,84382404
-46,68245892;-21,84350499
-46,68265692;-21,84335604
-46,68290388;-21,84318504
-46,68313896;-21,84300297
-46,68341112;-21,84282
-46,68397992;-21,842478
-46,68418908;-21,84237603
-46,68460884;-21,84214896
-46,68492996;-21,84205797
-46,68523812;-21,842037
-46,68550884;-21,84190002
-46,68575616;-21,84177501
-46,68599088;-21,84167304
-46,68626196;-21,84154803
-46,686546;-21,84141204
-46,68684192;-21,84130998
-46,68710112;-21,84120801
-46,68738516;-21,841083
-46,68765696;-21,84094602
-46,68787908;-21,84084396
-46,68808896;-21,84071904
-46,68831108;-21,84058197
-46,68854616;-21,84043401
-46,688769;-21,84023997
-46,68899184;-21,84003396
-46,68927588;-21,83986296
-46,68947388;-21,83966901
-46,68963516;-21,83941701
-46,68978384;-21,83918796
-46,68988392;-21,83894703
-46,689984;-21,83871798
-46,69008408;-21,8385
-46,69014708;-21,83828202
-46,69023492;-21,83796099
-46,69032204;-21,83775399
-46,69038504;-21,83753601
-46,690461;-21,83726097
-46,69046208;-21,83702004
-46,69047612;-21,83677803
-46,69047684;-21,83651397
-46,69043004;-21,83627196
-46,69038216;-21,83601897
-46,69028496;-21,83580099
-46,69015104;-21,83556996
-46,68998004;-21,83532804
-46,689759;-21,835143
-46,68961284;-21,83495796
-46,68945408;-21,83472702
-46,68932016;-21,834531
-46,68916104;-21,83430096
-46,68895404;-21,834081
-46,68874596;-21,83387301
-46,688562;-21,83365404
-46,68842808;-21,83338899
-46,68835608;-21,83311296
-46,68834492;-21,83287203
-46,68825996;-21,83266404
-46,68816384;-21,83237604
-46,68804216;-21,83213502
-46,68790788;-21,83190399
-46,68773688;-21,83166198
-46,68756588;-21,83143104
-46,68725016;-21,83090103
-46,68711516;-21,83070501
-46,686969;-21,83053203
-46,68683508;-21,83031297
-46,68668784;-21,83009301
-46,68652908;-21,82989699
-46,68638292;-21,82966704
-46,68621192;-21,82944699
-46,68604092;-21,82921704
-46,68589512;-21,82899798
-46,685736;-21,82876704
-46,68552792;-21,82854699
-46,68529608;-21,828339
-46,68503904;-21,82812003
-46,68480612;-21,82793499
-46,68460992;-21,82777299
-46,68426684;-21,82747203
-46,68402204;-21,82726404
-46,683765;-21,82705596
-46,68351984;-21,82684797
-46,683324;-21,82671999
-46,68293196;-21,82644198
-46,68275988;-21,82629204
-46,68256512;-21,82605003
-46,68235704;-21,82584204
-46,68151104;-21,82532004
-46,68129;-21,82518099
-46,68108192;-21,82504203
-46,680849;-21,82490298
-46,68060384;-21,82474098
-46,68033384;-21,82455504
-46,68005196;-21,82435902
-46,67979492;-21,82417299
-46,679562;-21,82400001
-46,67932908;-21,82381497
-46,679121;-21,82363002
-46,67890104;-21,82344498
-46,67842404;-21,82299399
-46,678167;-21,822786
-46,67793408;-21,82260096
-46,67766408;-21,82245003
-46,67740704;-21,82225302
-46,67715;-21,82201002
-46,67688108;-21,82176801
-46,676367;-21,82128201
-46,67613408;-21,82104
-46,67589;-21,82080897
-46,67565708;-21,82056597
-46,67540004;-21,82033503
-46,67518008;-21,82009203
-46,67494788;-21,81985002
-46,67471496;-21,81959604
-46,67448312;-21,81935304
-46,67426316;-21,81909897
-46,67403096;-21,81886803
-46,67377284;-21,81867102
-46,67349204;-21,81849804
-46,67320908;-21,81834702
-46,672596;-21,81802203
-46,67227704;-21,81782502
-46,67200812;-21,81762801
-46,67176296;-21,817431
-46,67151816;-21,81722301
-46,67129784;-21,817026
-46,67111388;-21,816819
-46,67089392;-21,816576
-46,67073516;-21,81639096
-46,67051484;-21,81620601
-46,670319;-21,81603303
-46,67018508;-21,81584799
-46,66998996;-21,81557097
-46,66981896;-21,81528297
-46,66970988;-21,815064
-46,66958784;-21,81483396
-46,66946688;-21,81459204
-46,66934484;-21,81432699
-46,66926096;-21,814074
-46,66913892;-21,81383199
-46,66902984;-21,81355497
-46,66895784;-21,813291
-46,66888584;-21,813003
-46,66882608;-21,81272697
-46,66876596;-21,81246201
-46,66874292;-21,81218598
-46,668708;-21,81192201
-46,66864788;-21,81166902
-46,66861188;-21,81143898
-46,66854204;-21,81084102
-46,66849488;-21,81052998
-46,668447;-21,81030003
-46,668375;-21,81006999
-46,66827816;-21,80983896
-46,66815612;-21,80959704
-46,66807188;-21,80928699
-46,66798692;-21,80898801
-46,66790304;-21,80871099
-46,66783104;-21,80843496
-46,66775904;-21,80819304
-46,66768596;-21,80797497
-46,66758912;-21,80771001
-46,667493;-21,80743299
-46,66739508;-21,80720304
-46,66724892;-21,80698398
-46,66707792;-21,80674197
-46,66688316;-21,80649897
-46,66673592;-21,80631501
-46,66659012;-21,80610702
-46,66644396;-21,80592198
-46,66631004;-21,80569203
-46,66619988;-21,80547297
-46,66610304;-21,80524302
-46,66595688;-21,80501199
-46,665774;-21,80475801
-46,66556592;-21,80452698
-46,66538304;-21,80436498
-46,66517388;-21,80421504
-46,66475808;-21,80389104
-46,66456188;-21,80374002
-46,66435416;-21,80357802
-46,66413312;-21,80342799
-46,66392504;-21,80327697
-46,66367988;-21,80310399
-46,66344696;-21,80290698
-46,66318992;-21,80267604
-46,66295808;-21,80245599
-46,66271292;-21,802248
-46,66248108;-21,80201697
-46,662273;-21,80177397
-46,662102;-21,80152098
-46,66194396;-21,80130102
-46,66176108;-21,80105901
-46,661553;-21,80079396
-46,66135788;-21,80051703
-46,66118796;-21,80021697
-46,66104216;-21,79994103
-46,66092012;-21,79969902
-46,66082292;-21,79945701
-46,66069008;-21,79914597
-46,66055616;-21,798927
-46,66045896;-21,79866204
-46,66038696;-21,79838601
-46,66021596;-21,79809702
-46,66004604;-21,79785501
-46,65987504;-21,79760103
-46,65969216;-21,79738197
-46,65953304;-21,79718604
-46,65934908;-21,79701297
-46,659141;-21,79682802
-46,65894588;-21,79663101
-46,65877416;-21,79646901
-46,65851712;-21,79627299
-46,65827196;-21,79613304
-46,65803904;-21,79598301
-46,65779388;-21,79585503
-46,65753684;-21,79568097
-46,65727908;-21,79551897
-46,657071;-21,79536804
-46,65683808;-21,79521801
-46,65660516;-21,79507797
-46,65636;-21,79493901
-46,65614004;-21,79475397
-46,655919;-21,794535
-46,655712;-21,79428102
-46,65555288;-21,79408401
-46,65541896;-21,79389996
-46,65530916;-21,79370403
-46,65508884;-21,793473
-46,654893;-21,79332198
-46,65469788;-21,79313703
-46,65444012;-21,79296396
-46,65418308;-21,79275498
-46,65395088;-21,79257003
-46,65374316;-21,79236204
-46,65354696;-21,79218897
-46,65337596;-21,79198098
-46,65324204;-21,79179603
-46,65314484;-21,79150902
-46,65295008;-21,79124298
-46,65279096;-21,79105902
-46,65260808;-21,79086201
-46,65236292;-21,790665
-46,65214296;-21,79045701
-46,651923;-21,79027197
-46,65175092;-21,79010997
-46,651482;-21,78992502
-46,651212;-21,78976302
-46,651041;-21,78952101
-46,65087;-21,78936999
-46,650699;-21,78915102
-46,65055284;-21,78896598
-46,65038184;-21,78873504
-46,650285;-21,78851697
-46,65016296;-21,78828603
-46,65009096;-21,78805599
-46,65006792;-21,78782604
-46,65007116;-21,78733203
-46,65009708;-21,78704502
-46,65017304;-21,78676899
-46,65027312;-21,78651699
-46,65038508;-21,78631098
-46,65053412;-21,78612801
-46,65071988;-21,78591003
-46,65088116;-21,78565803
-46,65105504;-21,78538398
-46,65114288;-21,78517698
-46,65128004;-21,78489096
-46,65141612;-21,78467298
-46,651554;-21,78439803
-46,65169008;-21,78417996
-46,651815;-21,78397404
-46,65195108;-21,78375696
-46,65210012;-21,78357399
-46,65224916;-21,78335601
-46,65239784;-21,78311598
-46,65254688;-21,78292104
-46,65269592;-21,78270396
-46,65283308;-21,78247401
-46,65300696;-21,78225702
-46,653156;-21,78204003
-46,65329208;-21,781845
-46,65342888;-21,781593
-46,65352896;-21,78137502
-46,65366612;-21,78107703
-46,65376584;-21,78080199
-46,65385404;-21,78053802
-46,65390516;-21,78032004
-46,65394296;-21,78009
-46,653957;-21,77984898
-46,65395988;-21,77931996
-46,65390012;-21,77909001
-46,65380292;-21,77885997
-46,65357;-21,77875503
-46,65328704;-21,778731
-46,65304188;-21,77862597
-46,652796;-21,77855604
-46,65223116;-21,77841501
-46,65198492;-21,77836704
-46,65164112;-21,77828496
-46,65132216;-21,77815698
-46,65112596;-21,77801802
-46,65089304;-21,77792496
-46,65066012;-21,77785404
-46,65035196;-21,77780697
-46,64978712;-21,77771202
-46,64954088;-21,777687
-46,64927088;-21,77761698
-46,64901312;-21,77756901
-46,64876688;-21,777534
-46,648422;-21,777543
-46,64810304;-21,77742699
-46,64778408;-21,77732097
-46,647477;-21,777228
-46,64723112;-21,77715699
-46,646973;-21,77708697
-46,64667888;-21,77700498
-46,64644488;-21,776958
-46,64615004;-21,77687601
-46,64593008;-21,77678304
-46,64530404;-21,77646903
-46,645083;-21,77635302
-46,64487492;-21,77623701
-46,64465388;-21,77612001
-46,64444616;-21,77601597
-46,64417616;-21,77585298
-46,64396808;-21,77569098
-46,64378412;-21,77554104
-46,643589;-21,77534502
-46,64339316;-21,77518302
-46,64318508;-21,77506701
-46,64297592;-21,77493903
-46,64258496;-21,77456904
-46,64241396;-21,77439597
-46,64223;-21,77419896
-46,64204712;-21,77395704
-46,64191284;-21,773772
-46,64176704;-21,77358804
-46,64157192;-21,77329896
-46,641438;-21,77305704
-46,64132892;-21,77283798
-46,64121912;-21,77263098
-46,641123;-21,77234298
-46,64102616;-21,77211303
-46,64086704;-21,77195103
-46,64070792;-21,77172
-46,64061108;-21,77147799
-46,64051496;-21,77121303
-46,64038104;-21,77100603
-46,64022192;-21,77078697
-46,64008908;-21,77049897
-46,63998;-21,77022204
-46,63990692;-21,77000298
-46,639773;-21,76977303
-46,63961496;-21,76949601
-46,63950588;-21,76929999
-46,63933488;-21,76906896
-46,639152;-21,76882704
-46,63899288;-21,76865397
-46,63884708;-21,76845804
-46,638639;-21,76828398
-46,63824696;-21,76802901
-46,63797696;-21,76790103
-46,63773108;-21,767796
-46,63746108;-21,76769097
-46,63722816;-21,76765596
-46,63694484;-21,76761996
-46,63632996;-21,767616
-46,63596096;-21,76762599
-46,63355004;-21,76761204
-46,63321812;-21,76758702
-46,63289808;-21,76758504
-46,63258992;-21,76759503
-46,63230696;-21,76760502
-46,63204884;-21,76763796
-46,63179;-21,76768296
-46,63154412;-21,76775001
-46,63128384;-21,76786404
-46,63103796;-21,76790796
-46,63077984;-21,76794099
-46,63026288;-21,76798401
-46,62994284;-21,767994
-46,62962316;-21,76799202
-46,629315;-21,76797897
-46,62900792;-21,76797699
-46,62868788;-21,76796403
-46,62838008;-21,76796196
-46,62812196;-21,76793802
-46,62787608;-21,767913
-46,62764316;-21,76787799
-46,62739692;-21,76783002
-46,627164;-21,76776
-46,62688104;-21,76768998
-46,62659916;-21,76755003
-46,62639108;-21,76741098
-46,62615888;-21,76718004
-46,62597492;-21,766995
-46,62582912;-21,76678701
-46,62572004;-21,76659099
-46,62562284;-21,76634898
-46,62558792;-21,76608501
-46,62559008;-21,76562502
-46,62560412;-21,76539498
-46,62563112;-21,76513101
-46,62573084;-21,76485597
-46,62578196;-21,76460298
-46,62586908;-21,76438599
-46,62596916;-21,76410996
-46,62599508;-21,76389198
-46,62599688;-21,76360497
-46,62603612;-21,76329501
-46,62608688;-21,76298496
-46,62616284;-21,762675
-46,62622692;-21,76237701
-46,62626508;-21,76211196
-46,62632808;-21,76185996
-46,62639108;-21,761631
-46,62645516;-21,76136703
-46,62649296;-21,76106796
-46,62654408;-21,76082703
-46,62659484;-21,76059699
-46,626633;-21,76035597
-46,62665892;-21,76012701
-46,62667296;-21,759885
-46,62669996;-21,75962103
-46,62672588;-21,75934599
-46,62675288;-21,75904701
-46,62676692;-21,75876
-46,626768;-21,75849504
-46,62678204;-21,75824304
-46,62679608;-21,75800103
-46,62682416;-21,757473
-46,62685116;-21,75719697
-46,62686484;-21,756933
-46,62689112;-21,75664599
-46,62693;-21,75634701
-46,62696888;-21,75609501
-46,62699516;-21,75584202
-46,62702108;-21,755601
-46,62704808;-21,75529104
-46,62709884;-21,75500403
-46,62717408;-21,75473997
-46,62723816;-21,75445296
-46,62726408;-21,75422301
-46,62729;-21,75397101
-46,62732816;-21,75370596
-46,62737892;-21,75345396
-46,62740592;-21,75320097
-46,62741888;-21,75296004
-46,62744588;-21,75270696
-46,62747216;-21,75246603
-46,62749808;-21,75214401
-46,62750384;-21,75123699
-46,62749304;-21,75101802
-46,62722916;-21,75046101
-46,62700596;-21,75011199
-46,62699084;-21,74989401
-46,62695016;-21,74964102
-46,62693396;-21,74936598
-46,62689292;-21,74907897
-46,626876;-21,74878098
-46,626885;-21,74855103
-46,62691812;-21,74828598
-46,62698796;-21,74800896
-46,62702108;-21,74773302
-46,62707904;-21,74746797
-46,62714888;-21,74717997
-46,627218;-21,74688
-46,62730008;-21,746592
-46,62734616;-21,74636196
-46,62740412;-21,74614299
-46,62749808;-21,74584302
-46,62756792;-21,74558904
-46,62763812;-21,74531202
-46,62771984;-21,74504697
-46,62786384;-21,74475798
-46,627983;-21,74445801
-46,62806508;-21,74422698
-46,62824508;-21,74390298
-46,62837792;-21,74371704
-46,62851004;-21,74348601
-46,62862992;-21,74327802
-46,62876204;-21,74305797
-46,62885708;-21,74283801
-46,62895212;-21,74263002
-46,62904788;-21,74241096
-46,62920412;-21,74213304
-46,62937116;-21,74183199
-46,629576;-21,74151897
-46,629657;-21,741174
-46,629801;-21,74094198
-46,62998208;-21,74064102
-46,630125;-21,74038596
-46,63026792;-21,74002803
-46,63033812;-21,739752
-46,63032984;-21,73918896
-46,63027584;-21,73891401
-46,63018692;-21,738708
-46,63003716;-21,738492
-46,62986184;-21,73829796
-46,62963684;-21,73809402
-46,629414;-21,73793598
-46,62921492;-21,73778901
-46,62895392;-21,73764303
-46,62865692;-21,73750902
-46,62824904;-21,73734198
-46,62798804;-21,73716099
-46,62780192;-21,73702599
-46,62740412;-21,736755
-46,62721692;-21,73658499
-46,62691884;-21,73637097
-46,62668304;-21,73616703
-46,62642096;-21,73595202
-46,62624708;-21,73580397
-46,62602316;-21,735612
-46,62586116;-21,73544199
-46,625697;-21,73516803
-46,62554616;-21,734928
-46,62544284;-21,73462002
-46,625427;-21,73438998
-46,62539892;-21,73412601
-46,62538704;-21,73332204
-46,62549288;-21,73298697
-46,62567396;-21,73272102
-46,62598716;-21,73226904
-46,62615492;-21,73195602
-46,626336;-21,731724
-46,62651708;-21,73150404
-46,62667512;-21,73134096
-46,62685584;-21,73109697
-46,62703692;-21,73089996
-46,62724284;-21,73066704
-46,62740016;-21,73044699
-46,62755604;-21,73021497
-46,62772596;-21,73002903
-46,62784512;-21,72978603
-46,62787788;-21,72951
-46,62787392;-21,72922299
-46,62784584;-21,72900501
-46,627794;-21,72875301
-46,627704;-21,72853602
-46,627578;-21,72831903
-46,62739008;-21,72804597
-46,62725184;-21,72785202
-46,62685296;-21,72748896
-46,626714;-21,72723804
-46,62660096;-21,727044
-46,62645084;-21,72687399
-46,6263;-21,726657
-46,62618588;-21,72641796
-46,62608508;-21,72621204
-46,62598212;-21,72593799
-46,62589212;-21,72567402
-46,625742;-21,725469
-46,62559116;-21,72527604
-46,62547812;-21,72504798
-46,62540108;-21,72483
-46,62522288;-21,72443004
-46,625121;-21,72422502
-46,62501984;-21,72400803
-46,62490608;-21,72377898
-46,62479196;-21,72356298
-46,62467784;-21,72333402
-46,62456408;-21,72311703
-46,62438696;-21,72274002
-46,62413388;-21,72226104
-46,62390816;-21,72190797
-46,62376884;-21,72169098
-46,623654;-21,72138201
-46,62351504;-21,721131
-46,62341316;-21,72089097
-46,62337284;-21,72066201
-46,62338184;-21,72039696
-46,62332784;-21,72011103
-46,62328788;-21,71987001
-46,62324684;-21,719583
-46,62319104;-21,71911302
-46,62312516;-21,71878002
-46,62307116;-21,71845899
-46,62298116;-21,71816199
-46,62287892;-21,71790999
-46,62276408;-21,71765898
-46,62268704;-21,71737296
-46,62262116;-21,71709801
-46,622556;-21,71684601
-46,62252792;-21,71660499
-46,62248688;-21,71633004
-46,62243396;-21,71605401
-46,62241704;-21,71572101
-46,62240084;-21,71463003
-46,62242208;-21,71433096
-46,62243108;-21,71410101
-46,62246384;-21,71387097
-46,622547;-21,71362896
-46,62263016;-21,71339802
-46,622736;-21,71310903
-46,622844;-21,71291202
-46,62295092;-21,71269296
-46,62308412;-21,712473
-46,62321588;-21,71227599
-46,62342216;-21,71208897
-46,62360396;-21,71185704
-46,62377316;-21,71164797
-46,62393012;-21,71143998
-46,62413496;-21,71121903
-46,624293;-21,711033
-46,62446184;-21,71082402
-46,62460584;-21,71061504
-46,62476316;-21,71038302
-46,62497988;-21,71008197
-46,62512388;-21,70985004
-46,62543708;-21,70939797
-46,62564408;-21,70924596
-46,62586188;-21,70899099
-46,62596988;-21,70879398
-46,62606492;-21,70858599
-46,62620784;-21,708297
-46,62635292;-21,70808802
-46,62648612;-21,70790298
-46,62659304;-21,70770597
-46,62676116;-21,70741698
